key,cleaned_tokens,label,label2
k153,"woman,lover,guilty,session,court,today,charge,daughter,resulting,death,last,month,workshop,assistant,made,plea,charge,read,judge,care,girl,extent,causing,death,port,march,march,charge,formed,section,child,act,read,together,section,penal,code,couple,faced,imprisonment,fine,court,bail,one,surety,also,ordered,report,police,station,month,court,also,set,may,mention,forensic,submission,prosecution,handled,deputy,public,prosecutor,two,accused,unrepresented",Murder and Homicide,Murder and Homicide
k154,"march,suspected,cocktail,thrown,another,branch,mart,convenience,store,chain,small,fire,front,entrance,early,morning,district,police,chief,wan,wan,said,incident,mart,branch,staff,fire,unknown,individual,slight,damage,four,time,incident,two,man,woman,inside,store,one,get,fire,extinguisher,put,spread,incident,employee,counter,meal,cocktail,thrown,outside,fell,carpet,store,entrance,causing,small,fire,employee,immediately,took,fire,extinguisher,put,store,said,statement,today,said,branch,store,operation,two,investigation,examine,closed,circuit,camera,footage,adjacent,identify,obtain,additional,information,related,suspect,incident,sale,word,sold,convenience,store,chain,case,section,penal,code,d,forensic,unit,also,assist,investigation,scene,incident,obtain,evidence,complete,investigation,said,meanwhile,fire,rescue,department,officer,said,upon,arrival,scene,public,already,put,fire",Physical Hurt,Physical Hurt
k155,"shah,march,high,court,today,five,men,accused,killing,elderly,woman,grandson,house,five,ago,five,sri,e,k,varan,aged,judge,made,decision,concluding,defence,successfully,raised,reasonable,doubt,accused,end,defence,case,main,issue,case,identity,defence,alibi,considering,side,court,found,defence,successfully,raised,reasonable,doubt,said,five,men,jointly,murder,p,house,rose,august,charge,framed,section,penal,code,read,together,section,code,death,penalty,life,imprisonment,upon,conviction,accused,also,n,aged,stabbing,left,hand,left,shoulder,left,right,leg,date,location,section,penal,code,section,maximum,prison,sentence,fine,whipping,upon,conviction,prosecution,deputy,public,prosecutor,five,accused,total,prosecution,defence,testify,throughout,trial",Murder and Homicide,Murder and Homicide
k157,"march,commission,today,disclosed,value,due,smuggling,syndicate,involved,royal,custom,department,international,airport,cargo,cargo,billion,past,three,chief,commissioner,tan,sri,said,far,total,law,enforcement,personnel,company,samba,protecting,smuggling,syndicate,concerned,said,law,enforcement,personnel,aged,received,million,syndicate,facilitate,smuggling,tobacco,alcohol,health,vehicle,spare,samba,important,uncover,corrupt,enforcement,time,since,government,syndicate,billion,billion,leakage,tax,collection,told,press,conference,today,samba,operation,together,inland,revenue,board,bank,combat,corrupt,enforcement,agency,protect,smuggling,said,several,mobile,eight,luxury,belonging,syndicate,facilitate,investigation,total,bank,belonging,also,frozen,said,include,mule,involved,million,regarding,said,syndicate,used,service,forwarding,agent,middleman,paying,law,charge,inspection,smooth,process,smuggling,good,without,going,proper,declaration,inspection,said,said,syndicate,also,found,involved,money,business,ghost,money,gambling,prostitution,also,licensed,money,total,ghost,various,business,confuse,especially,said",Smuggling ,Others
k158,"march,woman,guilty,session,court,today,charge,son,food,trader,person,care,boy,manner,likely,cause,physical,injury,condominium,unit,charge,framed,section,child,act,maximum,fine,imprisonment,exceeding,upon,conviction,judge,woman,bail,one,surety,also,ordered,report,police,station,month,surrender,passport,court,intimidate,case,lawyer,accused,lower,bail,told,court,client,two,pregnant,well,throughout,police,investigation,court,set,may,mention,deputy,public,prosecutor,case",Physical Hurt,Physical Hurt
k159,"march,former,university,student,jail,cane,high,court,today,nearly,two,four,ago,judge,handed,sentence,hearing,prosecution,defence,ordered,jail,term,run,date,arrest,previously,court,found,accused,guilty,section,b,dangerous,act,therefore,considering,mitigation,appeal,lawyer,aggravating,raised,prosecution,decided,impose,year,jail,sentence,date,arrest,said,according,charge,student,private,university,found,weighing,g,parking,lot,supermarket,district,around,section,b,dangerous,act,punishable,section,b,act,ten,stand,throughout,trial,lawyer,shah,prison,sentence,client,taking,account,young,age,promising,future,upon,release,well,fact,first,however,deputy,public,prosecutor,death,penalty,taking,account,public,interest,preventive,punishment,guilt,case,case,proven,directly,without,presumption,whether,soft,high,drug,matter,negative,effect,remain,country,unless,case,accused,university,student,aware,effect,involvement,said",Drug Offences,Drug Offences
k160,"march,businessman,faced,session,today,five,soliciting,million,connection,nonexistent,g,guilty,read,judge,magistrate,session,court,accused,illegal,deposit,without,possessing,valid,section,financial,act,allegedly,charge,framed,section,financial,act,maximum,prison,sentence,fine,million,upon,conviction,judge,set,bail,ordered,accused,surrender,passport,report,nearest,police,station,month,refrain,prosecution,conclusion,case,deputy,public,prosecutor,prosecution,lawyer,r,court,accused,faced,one,count,dishonestly,victim,hand,cash,scheme,active,office,raja,second,third,entail,dishonestly,victim,deposit,account,participate,nonexistent,scheme,respectively,fourth,charge,dishonestly,induced,victim,hand,cash,join,scheme,branch,march,framed,section,penal,code,punishable,imprisonment,whipping,also,liable,fine,upon,conviction,deputy,public,prosecutor,bail,charge,one,surety,however,lawyer,minimal,bail,amount,client,sole,provider,family,four,prior,criminal,record,also,asthma,diabetes,back,pain,court,set,bail,one,surety,case,mention",Others,Others
k161,"march,police,people,allegedly,involved,fraud,syndicate,per,cent,money,weekly,raid,business,march,commercial,crime,investigation,department,director,said,include,four,local,men,four,local,well,six,men,five,china,aged,police,received,complaint,man,business,scam,march,according,victim,friend,via,participate,business,scheme,buy,sell,good,joint,operation,company,year,victim,convinced,company,branch,united,offer,complainant,transferred,u,account,however,money,transferred,victim,receive,said,weekly,press,conference,today,police,also,eight,three,two,mobile,router,access,card,cash,said,march,case,section,penal,code,meanwhile,police,also,seven,people,aged,local,man,woman,alongside,five,men,china,raid,investment,fraud,syndicate,nonfungible,token,residential,premise,along,pinang,march,said,police,four,seven,mobile,router,house,access,card,house,key,revealed,syndicate,operating,unit,month,suspected,involved,investment,x,discord,syndicate,key,opinion,trading,profit,x,discord,said,seven",Scam,Scam
k162,"march,fisherman,gallows,today,federal,court,death,sentence,jail,killing,wife,ago,federal,bench,abu,application,review,death,sentence,revision,sentence,death,imprisonment,natural,life,temporary,jurisdiction,federal,court,act,came,force,last,year,ordered,serve,sentence,date,arrest,father,two,prison,six,via,lawyer,singh,court,given,second,chance,commute,death,sentence,prison,sentence,allow,spend,time,five,found,guilty,high,court,killing,worked,hospital,cleaner,house,court,appeal,upheld,high,court,decision,lost,appeal,federal,court,told,press,today,following,remission,sentence",Murder and Homicide,Murder and Homicide
k163,"march,former,customer,manager,international,bank,guilty,session,court,today,breach,trust,misappropriation,property,forgery,cheating,relation,gold,belonging,worth,million,made,plea,read,judge,according,document,forgery,two,genuine,namely,gold,safe,keeping,service,withdrawal,form,letter,indemnity,fake,bank,branch,made,section,penal,code,punishable,section,code,maximum,prison,sentence,two,fine,fraud,accused,several,bank,tricking,believing,withdraw,buy,gold,gold,safe,keeping,service,withdrawal,form,allegedly,customer,bank,august,according,section,penal,code,maximum,sentence,prison,also,seven,misappropriation,property,namely,gold,weighing,g,one,belonging,four,location,august,august,section,penal,code,prison,sentence,six,five,whipping,also,found,guilty,also,one,charge,breach,trust,two,gold,weighing,belonging,bank,according,section,penal,code,maximum,prison,sentence,whipping,may,deputy,public,prosecutor,bail,one,surety,additional,condition,passport,must,court,nearest,police,station,month,unrepresented,lighter,sentence,ground,another,charge,different,session,court,subject,legal,action,bank,passport,far,go,anywhere,please,reduce,bail,court,space,discus,family,appoint,lawyer,said,court,accused,one,surety,additional,condition,passport,must,handed,court,fixed,mention,case,session,court,charge,breach,trust,belonging,elderly,person,buy,seven,gold,without,knowledge",Money Laundering,Money Laundering
k164,"march,two,staff,private,drug,rehabilitation,guilty,session,court,today,voluntarily,causing,grievous,hurt,male,trainee,last,week,supervisor,m,assistant,worker,kelvin,made,plea,charge,read,judge,two,jointly,voluntarily,causing,grievous,hurt,victim,polyvinyl,chloride,pipe,management,office,last,march,charge,section,penal,code,read,together,section,law,imprisonment,fine,whipping,judge,allow,accused,bail,set,prosecution,handled,deputy,public,prosecutor,two,accused,lawyer",Drug Offences,Drug Offences
k166,"march,senior,officer,police,headquarters,commission,suspicion,taking,protect,people,involved,illegal,said,found,cash,million,checked,several,belonging,senior,officer,officer,turned,give,statement,headquarters,yesterday,suspect,three,day,starting,today,said,source,chief,commissioner,tan,sri,confirmed,arrest",Money Laundering,Money Laundering
k167,"march,police,investigation,revealed,misunderstanding,vocational,college,led,death,yesterday,dispute,missing,money,district,police,chief,rohan,shah,said,two,vocational,lost,respectively,victim,subsequently,accused,theft,led,misunderstanding,victim,beaten,death,however,police,still,waiting,full,autopsy,report,forensic,department,hospital,ascertain,actual,cause,death,victim,said,statement,today,found,dead,several,body,college,dormitory,police,male,aged,charger,linked,investigation,case,six,day,beginning,today,rohan,said,also,assist,investigation,tested,negative,police,also,independent,four,hostel,security,several",Murder and Homicide,Murder and Homicide
k168,"march,police,man,yesterday,march,allegedly,vehicle,policeman,flee,police,chase,incident,railway,station,area,near,last,year,district,police,chief,said,man,unnumbered,house,said,arrest,suspect,tried,escape,window,process,suspect,bone,right,heel,taken,hospital,treatment,condition,stable,also,tested,positive,eight,previous,suspect,seven,day,beginning,today,section,penal,code,said,statement,today,last,year,said,suspect,driving,pickup,truck,suspected,carrying,illegal,motorcycle,trying,flee,police,investigating,smuggling,illegal,police,team,spotted,pickup,truck,repeatedly,suspect,stop,vehicle,suspect,drove,high,speed,station,vehicle,suddenly,stopped,suspect,reversed,policeman,motorcycle,policeman,sustained,left,hand,suspect,police,illegal,vehicle,said",Others,Others
k169,"march,boy,falling,st,floor,condominium,bandar,district,police,chief,said,incident,discovered,security,guard,around,swimming,pool,seventh,floor,condominium,security,guard,seen,clothes,pool,victim,floating,report,incident,supervisor,said,statement,today,said,police,incident,day,examination,victim,found,left,leg,broken,bleeding,ear,nose,incident,bedroom,victim,living,room,police,rule,possibility,victim,fell,window,living,room,said,case,section,child,act",Others,Others
k170,"march,six,allegedly,involved,investment,fraud,raid,two,day,ago,police,chief,said,six,men,aged,four,day,starting,yesterday,also,raid,mobile,one,computer,set,one,printer,mobile,revealed,syndicate,operating,since,early,march,used,house,calling,investment,said,statement,today,according,involved,participate,gold,pharmaceutical,investment,china,said,high,made,syndicate,provided,various,evade,payment,ultimately,cutting,contact,case,b,penal,code,section,immigration,act",Scam,Others
